TransactionType,TransactionID,TransactionDate,CustomerID,ProductOrService,Category,Revenue,Cost,Margin,Channel,PaymentMethod,EmployeeID,Status,Notes
Repair,RT901307,2025-09-20,10295,Oppo A78 - Battery Drain,Repairs,135.15,44.45,90.7,Website,Bizum,E06,Completed,Battery Drain
Repair,RT901308,2025-09-20,10270,Samsung Galaxy S22 - Screen Crack,Repairs,237.45,82.95,154.5,Website,Card,E05,Completed,Screen Crack
Sale,SO701796,2025-09-21,10462,P011,Sales,19.9,6.2,13.7,In-Store,Bizum,E12,Completed,Phone sales order
Sale,SO701797,2025-09-21,10183,P021; P021,Sales,86.71,33.0,53.71,Marketplace,Card,E12,Completed,Phone sales order
Sale,SO701798,2025-09-21,10008,P023; P006,Sales,253.0,191.2,61.8,Phone,Cash,E02,Completed,Phone sales order
Sale,SO701799,2025-09-21,10153,P022,Sales,24.9,1.5,23.4,WhatsApp,Cash,E02,Completed,Phone sales order
Sale,SO701800,2025-09-21,10630,P007,Sales,449.1,375.0,74.1,In-Store,Bizum,E12,Completed,Phone sales order
Sale,SO701801,2025-09-21,10679,P024,Sales,53.91,8.0,45.91,In-Store,Card,E03,Completed,Phone sales order
Repair,RT901309,2025-09-21,10157,Google Pixel 7 - No Power,Repairs,193.2,65.95,127.25,Walk-in,Card,E11,Completed,No Power
Repair,RT901310,2025-09-21,10784,Google Pixel 8 - Camera Failure,Repairs,156.75,52.45,104.3,WhatsApp,Cash,E06,Completed,Camera Failure
Repair,RT901311,2025-09-21,10532,Google Pixel 8 - Battery Drain,Repairs,125.15,40.95,84.2,WhatsApp,Bizum,E06,Completed,Battery Drain
Repair,RT901312,2025-09-21,10715,Oppo A78 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E06,Completed,Water Damage
Repair,RT901313,2025-09-21,10101,Huawei P40 - Back Glass Damage,Repairs,108.95,34.95,74.0,Walk-in,Card,E11,Completed,Back Glass Damage
Sale,SO701802,2025-09-22,10206,P014; P008,Sales,1017.35,783.7,233.65,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO701803,2025-09-22,10670,P010; P006,Sales,725.65,575.0,150.65,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701804,2025-09-22,10703,P022,Sales,24.9,1.5,23.4,Website,PayPal,E01,Completed,Phone sales order
Sale,SO701805,2025-09-22,10029,P020,Sales,23.8,5.6,18.2,WhatsApp,Card,E02,Completed,Phone sales order
Sale,SO701806,2025-09-23,10202,P020; P004; P008,Sales,1019.3,752.8,266.5,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701807,2025-09-23,10136,P007,Sales,948.1,750.0,198.1,In-Store,PayPal,E03,Completed,Phone sales order
Sale,SO701808,2025-09-23,10009,P019; P011,Sales,51.31,22.7,28.61,WhatsApp,Cash,E08,Completed,Phone sales order
Repair,RT901314,2025-09-23,10722,Apple iPhone 12 - Battery Drain,Repairs,126.35,41.7,84.65,Walk-in,Cash,E05,Completed,Battery Drain
Repair,RT901315,2025-09-23,10542,Xiaomi Redmi Note 12 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Card,E06,Waiting Parts,Battery Drain
Sale,SO701809,2025-09-24,10382,P022,Sales,22.41,1.5,20.91,WhatsApp,Bank Transfer,E08,Completed,Phone sales order
Sale,SO701810,2025-09-24,10179,P015; P018,Sales,56.9,23.0,33.9,Website,Card,E01,Completed,Phone sales order
Repair,RT901316,2025-09-24,10649,OnePlus Nord 3 - Charging Problem,Repairs,78.55,24.2,54.35,Phone,Card,E05,Completed,Charging Problem
Repair,RT901317,2025-09-24,10672,Oppo Find X5 - Speaker Issue,Repairs,78.55,24.2,54.35,Walk-in,Card,E04,Completed,Speaker Issue
Repair,RT901318,2025-09-24,10077,Samsung Galaxy S21 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Card,E06,Completed,Water Damage
Sale,SO701811,2025-09-25,10248,P005,Sales,799.0,610.0,189.0,WhatsApp,Bizum,E03,Completed,Phone sales order
Sale,SO701812,2025-09-25,10031,P005,Sales,759.05,610.0,149.05,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701813,2025-09-25,10652,P024; P019; P011,Sales,111.21,30.7,80.51,Phone,Cash,E03,Completed,Phone sales order
Repair,RT901319,2025-09-25,10524,OnePlus Nord 2 - No Power,Repairs,168.2,57.2,111.0,Phone,Bizum,E06,Completed,No Power
Repair,RT901320,2025-09-25,10528,Xiaomi Xiaomi 13T - Charging Problem,Repairs,78.55,24.2,54.35,WhatsApp,Cash,E05,Completed,Charging Problem
Repair,RT901321,2025-09-25,10737,Huawei P40 - Screen Crack,Repairs,257.45,89.95,167.5,Walk-in,Card,E11,Completed,Screen Crack
Sale,SO701814,2025-09-26,10424,P013,Sales,47.31,16.8,30.51,Website,Cash,E08,Completed,Phone sales order
Sale,SO701815,2025-09-26,10141,P008; P004; P015,Sales,1042.36,804.0,238.36,WhatsApp,Bizum,E01,Completed,Phone sales order
Sale,SO701816,2025-09-26,10476,P013,Sales,23.65,8.4,15.25,Website,Card,E09,Completed,Phone sales order
Sale,SO701817,2025-09-26,10356,P001,Sales,999.0,760.0,239.0,In-Store,Bank Transfer,E02,Completed,Phone sales order
Repair,RT901322,2025-09-26,10449,OnePlus Nord 3 - Water Damage,Repairs,82.6,25.7,56.9,WhatsApp,PayPal,E04,Completed,Water Damage
Sale,SO701818,2025-09-27,10103,P014,Sales,10.96,3.7,7.26,Marketplace,Cash,E03,Completed,Phone sales order
Sale,SO701819,2025-09-27,10609,P010,Sales,1647.0,1155.0,492.0,In-Store,PayPal,E02,Completed,Phone sales order
Sale,SO701820,2025-09-27,10058,P023; P015,Sales,56.81,19.2,37.61,Website,Cash,E02,Completed,Phone sales order
Sale,SO701821,2025-09-27,10175,P024; P022,Sales,84.8,9.5,75.3,Website,Bank Transfer,E08,Completed,Phone sales order
Repair,RT901323,2025-09-27,10652,Apple iPhone 15 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT901324,2025-09-27,10789,Google Pixel 8 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E04,Completed,Charging Problem
Repair,RT901325,2025-09-27,10620,Huawei P40 - Speaker Issue,Repairs,83.55,25.95,57.6,WhatsApp,Card,E05,Completed,Speaker Issue
Repair,RT901326,2025-09-27,10037,Google Pixel 7 - Speaker Issue,Repairs,93.55,29.45,64.1,WhatsApp,Bizum,E06,Completed,Speaker Issue
Sale,SO701822,2025-09-28,10251,P003,Sales,899.0,690.0,209.0,WhatsApp,Cash,E02,Completed,Phone sales order
Sale,SO701823,2025-09-28,10664,P019; P018; P020,Sales,91.72,40.8,50.92,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO701824,2025-09-28,10608,P010; P009,Sales,1088.1,805.0,283.1,Website,Cash,E12,Completed,Phone sales order
Repair,RT901327,2025-09-28,10621,OnePlus Nord 4 - Screen Crack,Repairs,247.45,86.45,161.0,WhatsApp,Card,E05,Completed,Screen Crack
Repair,RT901328,2025-09-28,10606,Oppo A78 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,PayPal,E11,Completed,Battery Drain
Repair,RT901329,2025-09-28,10330,Huawei P50 - Battery Drain,Repairs,125.15,40.95,84.2,WhatsApp,Bizum,E06,Completed,Battery Drain
Sale,SO701825,2025-09-29,10091,P004,Sales,431.1,360.0,71.1,Website,Bizum,E09,Completed,Phone sales order
Sale,SO701826,2025-09-29,10320,P015,Sales,67.83,36.0,31.83,WhatsApp,Card,E03,Completed,Phone sales order
Sale,SO701827,2025-09-29,10581,P004; P015; P010,Sales,1035.95,781.0,254.95,In-Store,Cash,E12,Completed,Phone sales order
Repair,RT901330,2025-09-29,10050,Oppo Reno 10 - Battery Drain,Repairs,115.15,37.45,77.7,Phone,Card,E06,Completed,Battery Drain
Repair,RT901331,2025-09-29,10540,Oppo Reno 10 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Card,E06,Completed,Screen Crack
Repair,RT901332,2025-09-29,10177,Samsung Galaxy A34 - Screen Crack,Repairs,257.45,89.95,167.5,Phone,Card,E05,Completed,Screen Crack
Repair,RT901333,2025-09-29,10296,OnePlus Nord 4 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,PayPal,E05,Completed,Speaker Issue
Sale,SO701828,2025-09-30,10787,P006,Sales,259.0,190.0,69.0,WhatsApp,PayPal,E08,Completed,Phone sales order
Sale,SO701829,2025-09-30,10152,P001,Sales,2547.45,2280.0,267.45,Website,Cash,E09,Completed,Phone sales order
Sale,SO701830,2025-09-30,10389,P024; P023,Sales,79.8,9.2,70.6,Marketplace,Cash,E03,Completed,Phone sales order
Sale,SO701831,2025-09-30,10217,P006,Sales,207.2,190.0,17.2,WhatsApp,Cash,E03,Completed,Phone sales order
Sale,SO701832,2025-09-30,10345,P023; P012,Sales,34.8,4.3,30.5,WhatsApp,PayPal,E08,Completed,Phone sales order
Sale,SO701833,2025-10-01,10369,P022,Sales,23.65,1.5,22.15,In-Store,Card,E09,Completed,Phone sales order
Repair,RT901334,2025-10-01,10041,Xiaomi Xiaomi 13T - Speaker Issue,Repairs,83.55,25.95,57.6,Phone,Card,E04,Completed,Speaker Issue
Repair,RT901335,2025-10-01,10541,Huawei P50 - Speaker Issue,Repairs,83.55,25.95,57.6,Walk-in,Bank Transfer,E11,Waiting Parts,Speaker Issue
Repair,RT901336,2025-10-02,10190,Oppo Reno 10 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Bizum,E06,Completed,Screen Crack
Repair,RT901337,2025-10-02,10115,Huawei P30 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,PayPal,E11,Completed,Battery Drain
Sale,SO701834,2025-10-03,10787,P021,Sales,59.8,22.0,37.8,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO701835,2025-10-03,10102,P022,Sales,21.17,1.5,19.67,In-Store,PayPal,E03,Completed,Phone sales order
Sale,SO701836,2025-10-03,10525,P022,Sales,24.9,1.5,23.4,In-Store,Card,E02,Completed,Phone sales order
Repair,RT901338,2025-10-03,10047,Xiaomi Redmi Note 12 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Bank Transfer,E04,Completed,Speaker Issue
Sale,SO701837,2025-10-04,10793,P020,Sales,11.9,2.8,9.1,Website,Bizum,E09,Completed,Phone sales order
Sale,SO701838,2025-10-04,10743,P023,Sales,19.9,1.2,18.7,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701839,2025-10-04,10436,P023,Sales,15.92,1.2,14.72,Marketplace,Bizum,E03,Completed,Phone sales order
Sale,SO701840,2025-10-04,10328,P005,Sales,1598.0,1220.0,378.0,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701841,2025-10-04,10452,P012; P001,Sales,1012.41,763.1,249.31,In-Store,Bizum,E01,Completed,Phone sales order
Sale,SO701842,2025-10-04,10320,P003,Sales,809.1,690.0,119.1,In-Store,Card,E12,Completed,Phone sales order
Sale,SO701843,2025-10-04,10705,P007,Sales,424.15,375.0,49.15,WhatsApp,Bizum,E03,Completed,Phone sales order
Sale,SO701844,2025-10-04,10231,P023,Sales,18.91,1.2,17.71,In-Store,Bizum,E08,Completed,Phone sales order
Repair,RT901339,2025-10-04,10227,Huawei P50 - No Power,Repairs,158.2,53.7,104.5,Walk-in,Card,E11,Completed,No Power
Repair,RT901340,2025-10-04,10113,OnePlus Nord 4 - Battery Drain,Repairs,110.15,35.7,74.45,WhatsApp,Card,E04,Completed,Battery Drain
Sale,SO701845,2025-10-05,10308,P009; P008; P003,Sales,2666.85,2190.0,476.85,Website,PayPal,E01,Completed,Phone sales order
Sale,SO701846,2025-10-05,10606,P001; P019,Sales,1868.0,1553.0,315.0,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT901341,2025-10-05,10488,Google Pixel 7 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Cash,E06,Completed,Battery Drain
Repair,RT901342,2025-10-05,10140,Samsung Galaxy A55 - Speaker Issue,Repairs,113.55,36.45,77.1,Walk-in,Cash,E04,Completed,Speaker Issue
Repair,RT901343,2025-10-05,10429,Google Pixel 8 - No Power,Repairs,163.2,55.45,107.75,WhatsApp,Card,E06,Completed,No Power
Sale,SO701847,2025-10-06,10585,P021,Sales,23.92,11.0,12.92,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701848,2025-10-06,10737,P010; P015,Sales,479.1,403.0,76.1,Website,Bank Transfer,E03,Completed,Phone sales order
Repair,RT901344,2025-10-06,10019,Google Pixel 8 - Back Glass Damage,Repairs,108.95,34.95,74.0,Walk-in,Bizum,E11,Completed,Back Glass Damage
Repair,RT901345,2025-10-06,10716,Xiaomi Redmi Note 12 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,PayPal,E05,Completed,Battery Drain
Repair,RT901346,2025-10-06,10007,OnePlus Nord 2 - Camera Failure,Repairs,136.75,45.45,91.3,Phone,Bank Transfer,E05,Completed,Camera Failure
Repair,RT901347,2025-10-06,10261,Xiaomi Redmi Note 11 - Screen Crack,Repairs,267.45,93.45,174.0,Walk-in,Bank Transfer,E05,Completed,Screen Crack
Sale,SO701849,2025-10-07,10281,P012; P015; P010,Sales,580.82,424.1,156.72,Website,Cash,E08,Completed,Phone sales order
Sale,SO701850,2025-10-07,10257,P013,Sales,23.65,8.4,15.25,In-Store,Card,E08,Completed,Phone sales order
Repair,RT901348,2025-10-07,10153,Samsung Galaxy S22 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Cash,E04,Completed,Water Damage
Repair,RT901349,2025-10-07,10689,OnePlus Nord 2 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E06,Completed,Charging Problem
Repair,RT901350,2025-10-07,10116,Samsung Galaxy S22 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Cash,E05,Completed,Charging Problem
Sale,SO701851,2025-10-08,10366,P024,Sales,56.9,8.0,48.9,Phone,PayPal,E01,Completed,Phone sales order
Sale,SO701852,2025-10-08,10076,P011,Sales,39.8,12.4,27.4,WhatsApp,Card,E12,Completed,Phone sales order
Sale,SO701853,2025-10-08,10632,P018,Sales,16.11,5.0,11.11,WhatsApp,Cash,E03,Completed,Phone sales order
Repair,RT901351,2025-10-08,10732,Xiaomi Xiaomi 13T - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Card,E04,Completed,Battery Drain
Repair,RT901352,2025-10-08,10578,OnePlus Nord 2 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Cash,E06,Completed,Charging Problem
Sale,SO701854,2025-10-09,10614,P021,Sales,50.83,22.0,28.83,Marketplace,Card,E03,Completed,Phone sales order
Sale,SO701855,2025-10-09,10241,P005; P013,Sales,1380.71,1228.4,152.31,Website,Card,E01,Completed,Phone sales order
Repair,RT901353,2025-10-09,10679,Oppo Reno 10 - Charging Problem,Repairs,113.55,36.45,77.1,Phone,Bizum,E11,Completed,Charging Problem
Repair,RT901354,2025-10-09,10290,Xiaomi Poco X5 - Speaker Issue,Repairs,78.55,24.2,54.35,Walk-in,Cash,E04,Completed,Speaker Issue
Repair,RT901355,2025-10-09,10182,Google Pixel 8a - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Card,E06,Completed,Charging Problem
Repair,RT901356,2025-10-09,10302,Xiaomi Xiaomi 13T - Speaker Issue,Repairs,78.55,24.2,54.35,Website,Card,E06,Completed,Speaker Issue
Sale,SO701856,2025-10-10,10207,P007; P006,Sales,1531.45,1315.0,216.45,WhatsApp,Card,E12,Completed,Phone sales order
Sale,SO701857,2025-10-10,10312,P010,Sales,521.55,385.0,136.55,WhatsApp,Card,E12,Completed,Phone sales order
Repair,RT901357,2025-10-10,10523,Huawei P30 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Bizum,E04,Completed,Screen Crack
Repair,RT901358,2025-10-10,10167,Huawei P50 - Back Glass Damage,Repairs,108.95,34.95,74.0,Walk-in,Card,E04,Completed,Back Glass Damage
Sale,SO701858,2025-10-11,10123,P022,Sales,23.65,1.5,22.15,WhatsApp,Card,E03,Completed,Phone sales order
Sale,SO701859,2025-10-11,10035,P022,Sales,19.92,1.5,18.42,WhatsApp,Cash,E12,Completed,Phone sales order
Sale,SO701860,2025-10-11,10541,P022,Sales,24.9,1.5,23.4,WhatsApp,Cash,E09,Completed,Phone sales order
Repair,RT901359,2025-10-11,10373,Oppo Find X5 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Card,E04,Completed,Battery Drain
Repair,RT901360,2025-10-11,10376,Oppo Find X5 - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,Card,E11,Completed,Water Damage
Repair,RT901361,2025-10-11,10287,Xiaomi Poco X5 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Bizum,E05,Completed,Water Damage
Repair,RT901362,2025-10-11,10511,Apple iPhone 13 - Screen Crack,Repairs,264.05,92.7,171.35,Walk-in,Card,E11,Completed,Screen Crack
Repair,RT901363,2025-10-11,10264,Xiaomi Xiaomi 13T - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Bizum,E06,Completed,Battery Drain
Repair,RT901364,2025-10-11,10277,Xiaomi Xiaomi 13T - Back Glass Damage,Repairs,118.95,38.45,80.5,Walk-in,Card,E05,Completed,Back Glass Damage
Sale,SO701861,2025-10-12,10473,P004; P022; P017,Sales,472.57,365.5,107.07,WhatsApp,Cash,E08,Completed,Phone sales order
Sale,SO701862,2025-10-12,10207,P008,Sales,846.4,780.0,66.4,Phone,Cash,E01,Completed,Phone sales order
Sale,SO701863,2025-10-12,10458,P023; P019; P018,Sales,66.97,22.7,44.27,Website,Cash,E12,Completed,Phone sales order
Repair,RT901365,2025-10-12,10185,Google Pixel 8 - Camera Failure,Repairs,156.75,52.45,104.3,Walk-in,Bizum,E11,Waiting Parts,Camera Failure
Repair,RT901366,2025-10-12,10388,Oppo Find X5 - Charging Problem,Repairs,103.55,32.95,70.6,WhatsApp,Bank Transfer,E04,Completed,Charging Problem
Repair,RT901367,2025-10-12,10780,OnePlus Nord 3 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Cash,E11,Waiting Parts,Charging Problem
Repair,RT901368,2025-10-12,10615,OnePlus Nord 3 - Screen Crack,Repairs,247.45,86.45,161.0,Walk-in,Cash,E04,Completed,Screen Crack
Sale,SO701864,2025-10-13,10214,P002,Sales,1613.1,1290.0,323.1,Website,Cash,E03,Completed,Phone sales order
Sale,SO701865,2025-10-13,10008,P018; P005,Sales,2413.11,1835.0,578.11,Marketplace,Bank Transfer,E08,Completed,Phone sales order
Repair,RT901369,2025-10-13,10570,Samsung Galaxy S22 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Card,E06,Completed,Charging Problem
Repair,RT901370,2025-10-13,10190,Xiaomi Redmi Note 11 - No Power,Repairs,183.2,62.45,120.75,Walk-in,Bizum,E11,Completed,No Power
Repair,RT901371,2025-10-13,10015,Samsung Galaxy S23 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E05,Completed,Charging Problem
Repair,RT901372,2025-10-13,10176,Apple iPhone 13 - Battery Drain,Repairs,131.35,43.45,87.9,Website,Cash,E11,In Progress,Battery Drain
Sale,SO701866,2025-10-14,10211,P014; P023; P020,Sales,41.42,7.7,33.72,WhatsApp,Bank Transfer,E08,Completed,Phone sales order
Repair,RT901373,2025-10-14,10531,Xiaomi Xiaomi 13T - Camera Failure,Repairs,121.75,40.2,81.55,Walk-in,Card,E11,Completed,Camera Failure
Repair,RT901374,2025-10-14,10699,OnePlus Nord 2 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,PayPal,E05,Completed,Battery Drain
Sale,SO701867,2025-10-15,10216,P011,Sales,19.9,6.2,13.7,Website,Bizum,E02,Completed,Phone sales order
Sale,SO701868,2025-10-15,10431,P008,Sales,476.1,390.0,86.1,Website,Cash,E12,Completed,Phone sales order
Repair,RT901375,2025-10-15,10789,Google Pixel 7 - Speaker Issue,Repairs,88.55,27.7,60.85,Walk-in,Card,E06,Completed,Speaker Issue
Repair,RT901376,2025-10-15,10609,Xiaomi Xiaomi 13T - Back Glass Damage,Repairs,98.95,31.45,67.5,Walk-in,Bizum,E05,Completed,Back Glass Damage
Sale,SO701869,2025-10-16,10375,P010; P010,Sales,1592.1,1155.0,437.1,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT901377,2025-10-16,10053,Google Pixel 8 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,PayPal,E04,Completed,Charging Problem
Repair,RT901378,2025-10-16,10008,Google Pixel 7 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Bizum,E06,Completed,Charging Problem
Sale,SO701870,2025-10-17,10412,P010,Sales,466.65,385.0,81.65,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701871,2025-10-17,10091,P003,Sales,1798.0,1380.0,418.0,WhatsApp,Bank Transfer,E01,Completed,Phone sales order
Repair,RT901379,2025-10-17,10058,Huawei P40 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Cash,E05,Completed,Charging Problem
Repair,RT901380,2025-10-17,10282,Samsung Galaxy S21 - Speaker Issue,Repairs,78.55,24.2,54.35,Phone,Bizum,E11,Completed,Speaker Issue
Repair,RT901381,2025-10-17,10354,Oppo A78 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Card,E05,Completed,Battery Drain
Sale,SO701872,2025-10-18,10078,P012; P007; P005,Sales,1193.05,988.1,204.95,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO701873,2025-10-18,10720,P024,Sales,56.9,8.0,48.9,Website,Card,E02,Refunded,Phone sales order
Sale,SO701874,2025-10-18,10192,P009,Sales,569.05,420.0,149.05,Website,PayPal,E09,Completed,Phone sales order
Repair,RT901382,2025-10-18,10068,Apple iPhone 12 - Screen Crack,Repairs,269.05,94.45,174.6,WhatsApp,Cash,E06,Completed,Screen Crack
Repair,RT901383,2025-10-18,10087,OnePlus Nord 4 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT901384,2025-10-18,10001,Huawei P40 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Bank Transfer,E05,Completed,Charging Problem
Repair,RT901385,2025-10-18,10401,Huawei P40 - Water Damage,Repairs,117.6,37.95,79.65,WhatsApp,Card,E11,Completed,Water Damage
Repair,RT901386,2025-10-18,10337,Samsung Galaxy S21 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,PayPal,E04,Completed,Screen Crack
Sale,SO701875,2025-10-19,10174,P023,Sales,19.9,1.2,18.7,Phone,Cash,E02,Completed,Phone sales order
Sale,SO701876,2025-10-19,10369,P022,Sales,24.9,1.5,23.4,Website,PayPal,E02,Completed,Phone sales order
Sale,SO701877,2025-10-19,10449,P005,Sales,1598.0,1220.0,378.0,Phone,Card,E03,Completed,Phone sales order
Sale,SO701878,2025-10-19,10094,P017; P022; P018,Sales,48.32,8.5,39.82,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701879,2025-10-19,10170,P006,Sales,518.0,380.0,138.0,WhatsApp,Card,E03,Completed,Phone sales order
Repair,RT901387,2025-10-19,10535,Samsung Galaxy S24 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Bizum,E11,Completed,Charging Problem
Repair,RT901388,2025-10-19,10717,Oppo Reno 10 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Card,E05,Completed,Battery Drain
Repair,RT901389,2025-10-19,10603,Samsung Galaxy S23 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Cash,E06,Completed,Water Damage
Repair,RT901390,2025-10-19,10128,OnePlus Nord 2 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Cash,E11,Completed,Charging Problem
Sale,SO701880,2025-10-20,10799,P020,Sales,11.9,2.8,9.1,Marketplace,Bank Transfer,E02,Completed,Phone sales order
Repair,RT901391,2025-10-20,10152,Google Pixel 7 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT901392,2025-10-20,10258,Samsung Galaxy S23 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,Cash,E06,Completed,Water Damage
Sale,SO701881,2025-10-21,10230,P022,Sales,22.41,1.5,20.91,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO701882,2025-10-21,10586,P013; P005; P024,Sales,1599.9,1236.4,363.5,Website,Cash,E12,Completed,Phone sales order
Sale,SO701883,2025-10-21,10092,P023,Sales,19.9,1.2,18.7,In-Store,Cash,E12,Completed,Phone sales order
Repair,RT901393,2025-10-21,10374,Google Pixel 8 - Camera Failure,Repairs,131.75,43.7,88.05,Walk-in,PayPal,E06,Completed,Camera Failure
Repair,RT901394,2025-10-21,10004,Huawei P50 - Speaker Issue,Repairs,88.55,27.7,60.85,Walk-in,Card,E11,Completed,Speaker Issue
Repair,RT901395,2025-10-21,10582,Google Pixel 7 - Water Damage,Repairs,82.6,25.7,56.9,WhatsApp,Bank Transfer,E11,Completed,Water Damage
Sale,SO701884,2025-10-22,10745,P013,Sales,42.33,16.8,25.53,WhatsApp,Bizum,E03,Completed,Phone sales order
Sale,SO701885,2025-10-22,10786,P019; P008,Sales,1653.31,1203.0,450.31,In-Store,Card,E01,Completed,Phone sales order
Repair,RT901396,2025-10-22,10186,Apple iPhone 11 - Screen Crack,Repairs,279.05,97.95,181.1,Walk-in,Cash,E04,Completed,Screen Crack
Repair,RT901397,2025-10-22,10577,Samsung Galaxy S24 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Card,E05,Completed,Screen Crack
Repair,RT901398,2025-10-22,10372,OnePlus Nord 3 - Camera Failure,Repairs,146.75,48.95,97.8,Website,Card,E04,Completed,Camera Failure
Repair,RT901399,2025-10-22,10377,Apple iPhone 15 - Camera Failure,Repairs,136.75,45.45,91.3,Walk-in,Bizum,E06,Completed,Camera Failure
Sale,SO701886,2025-10-23,10406,P012,Sales,14.9,3.1,11.8,In-Store,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701887,2025-10-23,10256,P010; P012,Sales,1660.41,1158.1,502.31,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701888,2025-10-23,10141,P024; P011,Sales,75.81,14.2,61.61,Website,Card,E03,Completed,Phone sales order
Repair,RT901400,2025-10-23,10453,Xiaomi Redmi Note 12 - Speaker Issue,Repairs,93.55,29.45,64.1,Walk-in,Card,E06,Completed,Speaker Issue
Repair,RT901401,2025-10-23,10384,Google Pixel 8 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Card,E04,Completed,Water Damage
Repair,RT901402,2025-10-23,10271,Xiaomi Redmi Note 12 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Card,E11,Completed,Screen Crack
Sale,SO701889,2025-10-24,10240,P017; P013,Sales,53.35,14.4,38.95,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701890,2025-10-24,10691,P014,Sales,36.76,11.1,25.66,Website,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701891,2025-10-24,10023,P005,Sales,1598.0,1220.0,378.0,In-Store,Card,E09,Completed,Phone sales order
Repair,RT901403,2025-10-24,10623,Xiaomi Redmi Note 13 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Bank Transfer,E06,Completed,Speaker Issue
Repair,RT901404,2025-10-24,10194,Google Pixel 8 - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,Cash,E11,Completed,Water Damage
Repair,RT901405,2025-10-24,10562,Oppo Find X5 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Cash,E04,Completed,Screen Crack
